,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
165,143418,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
166,143419,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
167,143420,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
168,143421,Google Phone,1,"[600, 8]",NA,NA
169,143422,Verybad Phone,1,"[400, 3]",NA,NA
170,143423,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
171,143424,Apple Airpods Headphones,1,"[150, 22]",NA,NA
172,143425,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
173,143426,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
174,143427,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
175,143428,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
176,143429,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
177,143430,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
178,143431,Apple Airpods Headphones,1,"[150, 22]",NA,NA
179,143432,Apple Airpods Headphones,1,"[150, 22]",NA,NA
180,143433,27in FHD Monitor,1,"[149.99, 11]",NA,NA
181,143434,Apple Airpods Headphones,1,"[150, 22]",NA,NA
182,143435,iphone,1,"[700, 10]",NA,NA
183,143436,Apple Airpods Headphones,1,"[150, 22]",NA,NA
184,143437,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
185,143438,27in FHD Monitor,1,"[149.99, 11]",NA,NA
186,143439,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
187,143440,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
188,143441,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
189,143442,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
190,143443,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
191,143444,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
192,143445,wired Headphones,1,"[11.99, 26]",NA,NA
193,143446,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
194,143447,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
195,143448,wired Headphones,1,"[11.99, 26]",NA,NA
196,143449,Apple Airpods Headphones,1,"[150, 22]",NA,NA
197,143450,Flatscreen Tv,1,"[300, 7]",NA,NA
198,143451,Apple Airpods Headphones,1,"[150, 22]",NA,NA
199,143452,Apple Airpods Headphones,1,"[150, 22]",NA,NA
200,143453,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
201,143454,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
202,143455,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
203,143456,Apple Airpods Headphones,1,"[150, 22]",NA,NA
204,143457,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
205,143458,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
206,143459,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
207,143460,Apple Airpods Headphones,1,"[150, 22]",NA,NA
208,143461,Flatscreen Tv,1,"[300, 7]",NA,NA
209,143462,Apple Airpods Headphones,1,"[150, 22]",NA,NA
210,143463,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
211,143464,Verybad Phone,1,"[400, 3]",NA,NA
212,143465,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
213,143466,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
214,143467,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
215,143468,wired Headphones,1,"[11.99, 26]",NA,NA
216,143469,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
217,143470,Apple Airpods Headphones,1,"[150, 22]",NA,NA
218,143471,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
219,143472,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
220,143473,27in FHD Monitor,1,"[149.99, 11]",NA,NA
221,143474,Google Phone,1,"[600, 8]",NA,NA
222,143475,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
223,143476,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
224,143477,Apple Airpods Headphones,1,"[150, 22]",NA,NA
225,143478,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
226,143479,iphone,1,"[700, 10]",NA,NA
227,143480,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
228,143481,Flatscreen Tv,1,"[300, 7]",NA,NA
229,143482,27in FHD Monitor,1,"[149.99, 11]",NA,NA
230,143483,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
231,143484,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
232,143485,Verybad Phone,1,"[400, 3]",NA,NA
233,143486,wired Headphones,1,"[11.99, 26]",NA,NA
234,143487,iphone,1,"[700, 10]",NA,NA
235,143488,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
236,143489,wired Headphones,1,"[11.99, 26]",NA,NA
237,143490,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
238,143491,Apple Airpods Headphones,1,"[150, 22]",NA,NA
239,143492,Apple Airpods Headphones,1,"[150, 22]",NA,NA
240,143493,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
241,143494,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
242,143495,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
243,143496,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
244,143497,Apple Airpods Headphones,1,"[150, 22]",NA,NA
245,143498,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
246,143499,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
247,143500,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
248,143501,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
249,143502,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
250,143503,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
251,143504,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
252,143505,27in FHD Monitor,1,"[149.99, 11]",NA,NA
253,143506,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
254,143507,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
255,143508,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
256,143509,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
257,143510,Flatscreen Tv,1,"[300, 7]",NA,NA
258,143511,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
259,143512,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
260,143513,iphone,1,"[700, 10]",NA,NA
261,143514,Google Phone,1,"[600, 8]",NA,NA
262,143515,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
263,143516,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
264,143517,Google Phone,1,"[600, 8]",NA,NA
265,143518,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
266,143519,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
267,143520,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
268,143521,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
269,143522,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
270,143523,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
271,143524,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
272,143525,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
273,143526,27in FHD Monitor,1,"[149.99, 11]",NA,NA
274,143527,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
275,143528,27in FHD Monitor,1,"[149.99, 11]",NA,NA
276,143529,Apple Airpods Headphones,1,"[150, 22]",NA,NA
277,143530,iphone,1,"[700, 10]",NA,NA
278,143531,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
279,143532,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
280,143533,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
281,143534,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
282,143535,wired Headphones,1,"[11.99, 26]",NA,NA
283,143536,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
284,143537,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
285,143538,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
286,143539,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
287,143540,iphone,1,"[700, 10]",NA,NA
288,143541,wired Headphones,1,"[11.99, 26]",NA,NA
289,143542,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
290,143543,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
291,143544,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
292,143545,Apple Airpods Headphones,1,"[150, 22]",NA,NA
293,143546,20in Monitor,1,"[109.99, 6]",NA,NA
294,143547,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
295,143548,Apple Airpods Headphones,1,"[150, 22]",NA,NA
296,143549,wired Headphones,1,"[11.99, 26]",NA,NA
297,143550,Google Phone,1,"[600, 8]",NA,NA
298,143551,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
299,143552,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
300,143553,Apple Airpods Headphones,1,"[150, 22]",NA,NA
301,143554,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
302,143555,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
303,143556,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
304,143557,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
305,143558,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
306,143559,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
307,143560,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
308,143561,Apple Airpods Headphones,1,"[150, 22]",NA,NA
309,143562,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
310,143563,Apple Airpods Headphones,1,"[150, 22]",NA,NA
311,143564,Google Phone,1,"[600, 8]",NA,NA
312,143565,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
313,143566,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
314,143567,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
315,143568,Apple Airpods Headphones,1,"[150, 22]",NA,NA
316,143569,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
317,143570,wired Headphones,1,"[11.99, 26]",NA,NA
318,143571,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
319,143572,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
320,143573,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
321,143574,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
322,143575,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
323,143576,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
324,143577,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
325,143578,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
326,143579,wired Headphones,1,"[11.99, 26]",NA,NA
327,143580,iphone,1,"[700, 10]",NA,NA
328,143581,27in 4k Gaming Monitor,1,"[389.99, 9]",NA,NA
329,143582,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
330,143583,27in FHD Monitor,1,"[149.99, 11]",NA,NA
331,143584,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
332,143585,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
333,143586,wired Headphones,1,"[11.99, 26]",NA,NA
334,143587,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
335,143588,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
336,143589,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
337,143590,20in Monitor,1,"[109.99, 6]",NA,NA
338,143591,wired Headphones,1,"[11.99, 26]",NA,NA
339,143592,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
340,143593,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
341,143594,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
342,143595,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
343,143596,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
344,143597,20in Monitor,1,"[109.99, 6]",NA,NA
345,143598,iphone,1,"[700, 10]",NA,NA
346,143599,Apple Airpods Headphones,1,"[150, 22]",NA,NA
347,143600,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
348,143601,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
349,143602,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
350,143603,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
351,143604,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
352,143605,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
353,143606,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
354,143607,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
355,143608,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
356,143609,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
357,143610,wired Headphones,1,"[11.99, 26]",NA,NA
358,143611,27in FHD Monitor,1,"[149.99, 11]",NA,NA
359,143612,20in Monitor,1,"[109.99, 6]",NA,NA
360,143613,Apple Airpods Headphones,1,"[150, 22]",NA,NA
361,143614,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
362,143615,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
363,143616,wired Headphones,1,"[11.99, 26]",NA,NA
364,143617,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
365,143618,27in FHD Monitor,1,"[149.99, 11]",NA,NA
366,143619,Apple Airpods Headphones,1,"[150, 22]",NA,NA
367,143620,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
368,143621,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
369,143622,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
370,143623,Google Phone,1,"[600, 8]",NA,NA
371,143624,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
372,143625,27in FHD Monitor,1,"[149.99, 11]",NA,NA
373,143626,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
374,143627,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
375,143628,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
376,143629,wired Headphones,1,"[11.99, 26]",NA,NA
377,143630,Apple Airpods Headphones,1,"[150, 22]",NA,NA
378,143631,wired Headphones,1,"[11.99, 26]",NA,NA
379,143632,Apple Airpods Headphones,1,"[150, 22]",NA,NA
380,143633,Apple Airpods Headphones,1,"[150, 22]",NA,NA
381,143634,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
382,143635,Google Phone,1,"[600, 8]",NA,NA
383,143636,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
384,143637,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
385,143638,Google Phone,1,"[600, 8]",NA,NA
386,143639,Verybad Phone,1,"[400, 3]",NA,NA
387,143640,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
388,143641,27in FHD Monitor,1,"[149.99, 11]",NA,NA
389,143642,Apple Airpods Headphones,1,"[150, 22]",NA,NA
390,143643,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
391,143644,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
392,143645,Apple Airpods Headphones,1,"[150, 22]",NA,NA
393,143646,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
394,143647,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
395,143648,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
396,143649,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
397,143650,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
398,143651,iphone,1,"[700, 10]",NA,NA
399,143652,wired Headphones,1,"[11.99, 26]",NA,NA
400,143653,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
401,143654,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
402,143655,wired Headphones,1,"[11.99, 26]",NA,NA
403,143656,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
404,143657,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
405,143658,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
406,143659,20in Monitor,1,"[109.99, 6]",NA,NA
407,143660,wired Headphones,1,"[11.99, 26]",NA,NA
408,143661,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
409,143662,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
410,143663,Bose Soundsport Headphones,1,"[99.99, 19]",NA,NA
411,143664,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
412,143665,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
413,143666,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
414,143667,Google Phone,1,"[600, 8]",NA,NA
415,143668,Thinkpad Laptop,1,"[999.99, 6]",NA,NA
